N-Number;Company_ID;Airplane_Model;Engine_Type_Id;Aircraft_Type;Year
N152UW;16;A321-211;1;Fixed Wing Multi-Engine;2013
N153AN;16;A321-231;1;Fixed Wing Multi-Engine;2015
N153PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2007
N153SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N153UW;16;A321-211;1;Fixed Wing Multi-Engine;2013
N154AA;16;A321-231;1;Fixed Wing Multi-Engine;2016
N154DL;33;767-3P6;1;Fixed Wing Multi-Engine;1991
N154SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N154UW;16;A321-211;1;Fixed Wing Multi-Engine;2013
N15555;89;EMB-145LR;1;Fixed Wing Multi-Engine;None
N15572;89;EMB-145LR;1;Fixed Wing Multi-Engine;2002
N15574;89;EMB-145LR;1;Fixed Wing Multi-Engine;None
N155DL;33;767-3P6;1;Fixed Wing Multi-Engine;1991
N155NN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N155UW;16;A321-211;1;Fixed Wing Multi-Engine;2013
N156AN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N156DL;33;767-3P6;1;Fixed Wing Multi-Engine;1991
N156SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N156UW;16;A321-211;1;Fixed Wing Multi-Engine;2013
N15710;89;737-724;1;Fixed Wing Multi-Engine;1998
N15712;89;737-724;1;Fixed Wing Multi-Engine;1998
N15751;89;737-71Q;1;Fixed Wing Multi-Engine;1999
N157AA;16;A321-231;1;Fixed Wing Multi-Engine;2016
N157SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N157UW;16;A321-211;1;Fixed Wing Multi-Engine;2013
N158AN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N15910;89;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N15912;89;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N15969;89;787-9;1;Fixed Wing Multi-Engine;2017
N15980;89;EMB-145LR;1;Fixed Wing Multi-Engine;1999
N15983;89;EMB-145LR;1;Fixed Wing Multi-Engine;2000
N15986;89;EMB-145LR;1;Fixed Wing Multi-Engine;2000
N159AN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N16008;89;787-10;1;Fixed Wing Multi-Engine;2019
N16009;89;787-10;1;Fixed Wing Multi-Engine;2019
N1602;33;767-332;1;Fixed Wing Multi-Engine;1999
N1603;33;767-332;1;Fixed Wing Multi-Engine;1999
N1604R;33;767-332;1;Fixed Wing Multi-Engine;1999
N1605;33;767-332;1;Fixed Wing Multi-Engine;1999
N16065;33;767-332;1;Fixed Wing Multi-Engine;1999
N1607B;33;767-332;1;Fixed Wing Multi-Engine;2000
N1608;33;767-332;1;Fixed Wing Multi-Engine;2000
N1609;33;767-332;1;Fixed Wing Multi-Engine;2000
N160AN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N160SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N1610D;33;767-332;1;Fixed Wing Multi-Engine;2000
N1611B;33;767-332;1;Fixed Wing Multi-Engine;2000
N1612T;33;767-332;1;Fixed Wing Multi-Engine;2001
N1613B;33;767-332;1;Fixed Wing Multi-Engine;2001
N16149;89;EMB-145XR;1;Fixed Wing Multi-Engine;2003
N16170;89;EMB-145XR;1;Fixed Wing Multi-Engine;2004
N16178;89;EMB-145XR;1;Fixed Wing Multi-Engine;2005
N161AA;16;A321-231;1;Fixed Wing Multi-Engine;2016
N161PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N161SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N161UW;16;A321-211;2;Fixed Wing Multi-Engine;2001
N16217;89;737-824;1;Fixed Wing Multi-Engine;1998
N16234;89;737-824;1;Fixed Wing Multi-Engine;1999
N162AA;16;A321-231;1;Fixed Wing Multi-Engine;2016
N162PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N162SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N162UW;16;A321-211;2;Fixed Wing Multi-Engine;2001
N163AA;16;A321-231;1;Fixed Wing Multi-Engine;2016
N163SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N163US;16;A321-211;2;Fixed Wing Multi-Engine;2001
N164NN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N164SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N16541;89;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N16546;89;EMB-145LR;1;Fixed Wing Multi-Engine;2002
N16559;89;EMB-145LR;1;Fixed Wing Multi-Engine;2002
N16561;89;EMB-145LR;1;Fixed Wing Multi-Engine;2002
N16571;89;EMB-145LR;1;Fixed Wing Multi-Engine;2002
N165NN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N165SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N165US;16;A321-211;2;Fixed Wing Multi-Engine;2001
N166NN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N166PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N166SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N16701;93;737-724;1;Fixed Wing Multi-Engine;1998
N16703;93;737-724;1;Fixed Wing Multi-Engine;1998
N16709;89;737-724;1;Fixed Wing Multi-Engine;1998
N16713;93;737-724;1;Fixed Wing Multi-Engine;1998
N16732;89;737-724;1;Fixed Wing Multi-Engine;1999
N167AN;16;A321-231;1;Fixed Wing Multi-Engine;2016
N167SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N167US;93;A321-211;2;Fixed Wing Multi-Engine;2001
N168SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N16911;89;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N16976;89;EMB-145LR;1;Fixed Wing Multi-Engine;1999
N16981;89;EMB-145LR;1;Fixed Wing Multi-Engine;1999
N16987;89;EMB-145LR;1;Fixed Wing Multi-Engine;2000
N169DZ;33;767-332;1;Fixed Wing Multi-Engine;1998
N169UW;93;A321-211;2;Fixed Wing Multi-Engine;2001
N17002;89;787-10;1;Fixed Wing Multi-Engine;2018
N170PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N170SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N170US;16;A321-211;2;Fixed Wing Multi-Engine;2001
N17104;89;757-224;1;Fixed Wing Multi-Engine;1994
N17105;89;757-224;1;Fixed Wing Multi-Engine;1994
N17108;89;EMB-145XR;1;Fixed Wing Multi-Engine;2002
N17115;89;EMB-145XR;1;Fixed Wing Multi-Engine;2002
N17122;89;757-224;1;Fixed Wing Multi-Engine;1997
N17126;89;757-224;1;Fixed Wing Multi-Engine;1998
N17128;89;757-224;1;Fixed Wing Multi-Engine;1998
N17133;93;757-224;1;Fixed Wing Multi-Engine;1998
N17139;89;757-224;1;Fixed Wing Multi-Engine;2000
N17159;89;EMB-145XR;1;Fixed Wing Multi-Engine;2004
N17185;89;EMB-145XR;1;Fixed Wing Multi-Engine;2005
N17196;93;EMB-145XR;1;Fixed Wing Multi-Engine;2005
N171DN;33;767-332;1;Fixed Wing Multi-Engine;1990
N171DZ;33;767-332;1;Fixed Wing Multi-Engine;1998
N171SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N171US;93;A321-211;2;Fixed Wing Multi-Engine;2001
N17229;93;737-824;1;Fixed Wing Multi-Engine;1999
N17233;93;737-824;1;Fixed Wing Multi-Engine;1999
N17244;93;737-824;1;Fixed Wing Multi-Engine;1999
N17245;89;737-824;1;Fixed Wing Multi-Engine;1999
N172AJ;16;757-223;1;Fixed Wing Multi-Engine;2002
N172DN;33;767-332;1;Fixed Wing Multi-Engine;1990
N172DZ;33;767-332;1;Fixed Wing Multi-Engine;1998
N172US;93;A321-211;2;Fixed Wing Multi-Engine;2001
N173AN;16;757-223;1;Fixed Wing Multi-Engine;2002
N173DZ;33;767-332;1;Fixed Wing Multi-Engine;1998
N173SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N173US;93;A321-211;2;Fixed Wing Multi-Engine;2001
N174DN;33;767-332;1;Fixed Wing Multi-Engine;1990
N174DZ;33;767-332;1;Fixed Wing Multi-Engine;1998
N174SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N174US;93;A321-211;2;Fixed Wing Multi-Engine;None
N17560;89;EMB-145LR;1;Fixed Wing Multi-Engine;2002
N175AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N175DN;33;767-332;1;Fixed Wing Multi-Engine;1990
N175DZ;33;767-332;1;Fixed Wing Multi-Engine;1999
N175SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N176AA;16;757-223;1;Fixed Wing Multi-Engine;2002
N176DN;33;767-332;1;Fixed Wing Multi-Engine;1990
N176DZ;33;767-332;1;Fixed Wing Multi-Engine;1999
N176PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N176SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N176UW;16;A321-211;2;Fixed Wing Multi-Engine;2001
N17719;89;737-724;1;Fixed Wing Multi-Engine;1999
N17730;93;737-724;1;Fixed Wing Multi-Engine;1999
N17752;89;737-71Q;1;Fixed Wing Multi-Engine;1999
N17753;93;737-7V3;1;Fixed Wing Multi-Engine;2002
N177AN;16;757-223;1;Fixed Wing Multi-Engine;2002
N177DN;33;767-332;1;Fixed Wing Multi-Engine;1991
N177DZ;33;767-332;1;Fixed Wing Multi-Engine;1999
N177SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N177US;16;A321-211;2;Fixed Wing Multi-Engine;None
N177XF;90;A319-112;1;Fixed Wing Multi-Engine;2006
N178DN;33;767-332;1;Fixed Wing Multi-Engine;1991
N178DZ;33;767-332;1;Fixed Wing Multi-Engine;2000
N178JB;48;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2005
N178SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N178US;16;A321-211;2;Fixed Wing Multi-Engine;2001
N17963;89;787-9;1;Fixed Wing Multi-Engine;2016
N17984;89;EMB-145LR;1;Fixed Wing Multi-Engine;2000
N179DN;33;767-332;1;Fixed Wing Multi-Engine;1991
N179JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2005
N179SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N179UW;90;A321-211;2;Fixed Wing Multi-Engine;2001
N180DN;33;767-332;1;Fixed Wing Multi-Engine;1992
N180US;90;A321-211;2;Fixed Wing Multi-Engine;2001
N18112;89;757-224;1;Fixed Wing Multi-Engine;1995
N18119;89;757-224;1;Fixed Wing Multi-Engine;1997
N181DN;33;767-332;1;Fixed Wing Multi-Engine;1992
N181GJ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N181PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N181SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N181UW;16;A321-211;2;Fixed Wing Multi-Engine;None
N18220;89;737-824;1;Fixed Wing Multi-Engine;1998
N18223;89;737-824;1;Fixed Wing Multi-Engine;1998
N18243;89;737-824;1;Fixed Wing Multi-Engine;1999
N182DN;33;767-332;1;Fixed Wing Multi-Engine;1992
N182GJ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N182SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N182UW;90;A321-211;2;Fixed Wing Multi-Engine;2001
N183AN;16;757-223;1;Fixed Wing Multi-Engine;1999
N183DN;33;767-332;1;Fixed Wing Multi-Engine;1993
N183GJ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N183JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2005
N183SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N183UW;90;A321-211;2;Fixed Wing Multi-Engine;2001
N184AN;16;757-223;1;Fixed Wing Multi-Engine;1999
N184DN;33;767-332;1;Fixed Wing Multi-Engine;1993
N184GJ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N184JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2005
N184SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N184US;16;A321-211;2;Fixed Wing Multi-Engine;2002
N18556;89;EMB-145LR;1;Fixed Wing Multi-Engine;2002
N18557;89;EMB-145LR;1;Fixed Wing Multi-Engine;None
N185AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N185DN;33;767-332;1;Fixed Wing Multi-Engine;1995
N185GJ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N185SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N185UW;16;A321-211;2;Fixed Wing Multi-Engine;2002
N186AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N186DN;33;767-332;1;Fixed Wing Multi-Engine;1995
N186GJ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N186PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N186SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N186US;16;A321-211;1;Fixed Wing Multi-Engine;2002
N187AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N187DN;33;767-332;1;Fixed Wing Multi-Engine;1996
N187GJ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N187JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2005
N187PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N187SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N187US;16;A321-211;1;Fixed Wing Multi-Engine;2002
N188AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N188DN;33;767-332;1;Fixed Wing Multi-Engine;1996
N188SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N188US;16;A321-211;1;Fixed Wing Multi-Engine;2002
N189AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N189DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N189SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N189UW;16;A321-211;2;Fixed Wing Multi-Engine;2001
N1902U;89;A320-232;1;Fixed Wing Multi-Engine;None
N190AA;16;757-223;1;Fixed Wing Multi-Engine;2001
N190DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N190JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2005
N190UW;16;A321-211;2;Fixed Wing Multi-Engine;2001
N19117;89;757-224;1;Fixed Wing Multi-Engine;1996
N19130;89;757-224;1;Fixed Wing Multi-Engine;1998
N19136;89;757-224;1;Fixed Wing Multi-Engine;1999
N19141;89;757-224;1;Fixed Wing Multi-Engine;2000
N191AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N191DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N191SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N191UW;93;A321-211;2;Fixed Wing Multi-Engine;2001
N192AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N192DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N192JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2005
N192SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N192UW;93;A321-211;2;Fixed Wing Multi-Engine;2001
N193AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N193DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N193JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2005
N193SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N193UW;16;A321-211;1;Fixed Wing Multi-Engine;2008
N194AA;16;757-223;1;Fixed Wing Multi-Engine;2001
N194DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N194SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N194UW;16;A321-211;1;Fixed Wing Multi-Engine;None
N19554;89;EMB-145LR;1;Fixed Wing Multi-Engine;2002
N195AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N195DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N195PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N195SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N195UW;16;A321-211;1;Fixed Wing Multi-Engine;2008
N196AA;16;757-223;1;Fixed Wing Multi-Engine;2001
N196DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N196SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N196UW;16;A321-211;1;Fixed Wing Multi-Engine;2009
N197AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N197DN;33;767-332;1;Fixed Wing Multi-Engine;1997
N197JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2006
N197PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N197SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N197UW;16;A321-211;1;Fixed Wing Multi-Engine;2009
N198AA;16;757-223;1;Fixed Wing Multi-Engine;2001
N198DN;33;767-332;1;Fixed Wing Multi-Engine;1998
N198JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2006
N198SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N198UW;16;A321-211;1;Fixed Wing Multi-Engine;2013
N19951;89;787-9;1;Fixed Wing Multi-Engine;2014
N199AN;16;757-223;1;Fixed Wing Multi-Engine;2001
N199DN;33;767-332;1;Fixed Wing Multi-Engine;1998
N199SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2018
N199UW;16;A321-211;1;Fixed Wing Multi-Engine;2013
N2002J;48;A321-271NX;1;Fixed Wing Multi-Engine;2019
N200JB;90;BD-100-1A10;1;Fixed Wing Multi-Engine;2020
N200NV;16;737-800;1;Fixed Wing Multi-Engine;2016
N200PQ;33;CL-600-2D24;1;Fixed Wing Multi-Engine;2008
N200SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N200UU;16;757-2B7;1;Fixed Wing Multi-Engine;1995
N200WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N2016J;48;A321-271NX;1;Fixed Wing Multi-Engine;2019
N2017J;48;A321-271NX;1;Fixed Wing Multi-Engine;2019
N201FR;88;A320-214;1;Fixed Wing Multi-Engine;2008
N201JB;65;M20J;3;Fixed Wing Single-Engine;1976
N201JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N201LV;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N201UU;90;757-2B7;1;Fixed Wing Multi-Engine;1995
N2027J;48;A321-271NX;1;Fixed Wing Multi-Engine;2019
N2029J;48;A321-271NX;1;Fixed Wing Multi-Engine;2019
N202FR;88;A320-214;1;Fixed Wing Multi-Engine;2008
N202HA;45;A321-271N;1;Fixed Wing Multi-Engine;2017
N202JB;39;M20J;3;Fixed Wing Single-Engine;1978
N202JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N202PS;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N202SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N202UW;90;757-2B7;1;Fixed Wing Multi-Engine;1995
N202WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N2038J;48;A321-271NX;1;Fixed Wing Multi-Engine;2019
N203JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2006
N203JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N203SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N203UW;16;757-23N;1;Fixed Wing Multi-Engine;2000
N203WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N204HA;45;A321-271N;1;Fixed Wing Multi-Engine;2017
N204JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N204SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2016
N204UA;89;777-222;1;Fixed Wing Multi-Engine;1999
N204UW;16;757-23N;1;Fixed Wing Multi-Engine;2000
N204WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N205FR;93;A320-214;1;Fixed Wing Multi-Engine;2010
N205HA;45;A321-271N;1;Fixed Wing Multi-Engine;2018
N205JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N205SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N205UW;16;757-23N;1;Fixed Wing Multi-Engine;2000
N205WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N206FR;93;A320-214;1;Fixed Wing Multi-Engine;2010
N206JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2006
N206JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N206PS;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N206SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N206UA;89;777-222;1;Fixed Wing Multi-Engine;1999
N206UW;16;757-2B7;1;Fixed Wing Multi-Engine;1995
N206WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N207FR;93;A320-214;1;Fixed Wing Multi-Engine;2010
N207JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N207PS;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N207SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N207UW;16;757-28A;1;Fixed Wing Multi-Engine;2001
N207WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N208HA;45;A321-271N;1;Fixed Wing Multi-Engine;2018
N208JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N208SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N208WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N20904;89;787-8;1;Fixed Wing Multi-Engine;2012
N209HA;90;A321-271N;1;Fixed Wing Multi-Engine;2018
N209JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N209PS;16;CL-600-2B19;1;Fixed Wing Multi-Engine;None
N209SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N209UA;89;777-222;1;Fixed Wing Multi-Engine;1999
N209WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N210FR;21;A320-214;1;Fixed Wing Multi-Engine;2011
N210JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N210UA;89;777-222;1;Fixed Wing Multi-Engine;2000
N210WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N21108;89;757-224;1;Fixed Wing Multi-Engine;1994
N211FR;21;A320-214;1;Fixed Wing Multi-Engine;2011
N211JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N211SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N211UA;89;777-222;1;Fixed Wing Multi-Engine;2000
N211WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N212HA;45;A321-271N;1;Fixed Wing Multi-Engine;2018
N212JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N212UA;89;777-222;1;Fixed Wing Multi-Engine;2000
N212WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N2135U;89;777-300ER;1;Fixed Wing Multi-Engine;2017
N2136U;89;777-300ER;1;Fixed Wing Multi-Engine;2017
N2138U;89;777-300ER;1;Fixed Wing Multi-Engine;2017
N213FR;21;A320-214;1;Fixed Wing Multi-Engine;2011
N213HA;93;A321-271N;1;Fixed Wing Multi-Engine;2018
N213JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N213PS;93;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N213SY;79;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2017
N213UA;89;777-222;1;Fixed Wing Multi-Engine;2000
N213WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N2140U;89;777-300ER;1;Fixed Wing Multi-Engine;2017
N2142U;89;777-300ER;1;Fixed Wing Multi-Engine;2017
N214AK;11;737-900ER;1;Fixed Wing Multi-Engine;2019
N214HA;45;A321-271N;1;Fixed Wing Multi-Engine;2018
N214JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2008
N214UA;89;777-222;1;Fixed Wing Multi-Engine;2000
N214WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N21537;89;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N215AK;11;737-900ER;1;Fixed Wing Multi-Engine;2019
N215HA;45;A321-271N;1;Fixed Wing Multi-Engine;2018
N215JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2009
N215PS;16;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N215UA;89;777-222;1;Fixed Wing Multi-Engine;2000
N215WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N216FR;21;A320-214;1;Fixed Wing Multi-Engine;2011
N216HA;45;A321-271N;1;Fixed Wing Multi-Engine;2018
N216JB;93;ERJ 190-100 IGW;1;Fixed Wing Multi-Engine;2006
N216JQ;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2009
N216PS;68;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N216UA;89;777-222;1;Fixed Wing Multi-Engine;2000
N216WR;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N21723;89;737-724;1;Fixed Wing Multi-Engine;1999
N217HA;45;A321-271N;1;Fixed Wing Multi-Engine;2018
N217JC;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N217JQ;33;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2007
N217UA;89;777-222;1;Fixed Wing Multi-Engine;2000
N218HA;45;A321-271N;1;Fixed Wing Multi-Engine;2019
N218JQ;33;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2007
N218PS;93;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N218UA;89;777-222;1;Fixed Wing Multi-Engine;2001
N218WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N219UA;89;777-222;1;Fixed Wing Multi-Engine;2001
N219WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N219YX;33;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2007
N220FR;21;A320-214;1;Fixed Wing Multi-Engine;2013
N220HA;45;A321-271N;1;Fixed Wing Multi-Engine;2019
N220NN;16;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N220PS;16;CL-600-2B19;1;Fixed Wing Multi-Engine;None
N220UA;89;777-222;1;Fixed Wing Multi-Engine;2001
N220WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N221FR;;NULL;;NULL;NULL
N221NN;16;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N221PS;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2004
N221UA;89;777-222;1;Fixed Wing Multi-Engine;2001
N221WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N222NS;16;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N222UA;89;777-222;1;Fixed Wing Multi-Engine;2001
N222WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N223FR;42;A320-214;1;Fixed Wing Multi-Engine;2006
N223HA;45;A321-271N;1;Fixed Wing Multi-Engine;2019
N223JS;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2004
N223NN;16;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N223UA;88;777-222;1;Fixed Wing Multi-Engine;2001
